,tweet,tweet-english,tweet-indo,label
298,"Again... Even when I dont see and feel it, You're working 🧡","Again ... even when I dont see and feel it, you're working 🧡","Lagi ... bahkan ketika saya tidak melihat dan merasakannya, Anda bekerja 🧡",Positif
4459,"The opening song was ""The Nearness of You"" and I felt so in love instantly eventho I was alone enjoying the song 💕 I'm not even a jazz addict but Norah is one of my go to singer if I want to imagine myself chillin' on a lovely evening with my loved ones. Thank you @NorahJones ❤️ https://t.co/AFzXbfmhrt","The opening song was ""the nearness of you"" and I feel so in love instantly eventho I was alone enjoying the song 💕 I'm not even a jazz addict but norah is one of my go to singing if I want to imagine myself chillin 'on a lovely evening with my loved ones. Thank you @norahjones ❤️ https://t.co/afzxbfmhrt","Lagu pembuka adalah ""The dekat Anda"" dan saya merasa sangat cinta secara instan akhirnya saya sendirian menikmati lagu 💕 Saya bahkan bukan pecandu jazz tetapi Norah adalah salah satu penyanyi saya untuk menyanyi jika saya ingin membayangkan diri saya bersantai di malam yang indah dengan orang yang saya cintai. Terima kasih @norahjones ❤️ https://t.co/afzxbfmhrt",Positif
3335,okeh healing lagi...,ok healing again ...,Okeh Healing Lagi ...,Netral
2393,"Kali ini w stuju ma statement nya si TH. Tidak membela kedua pihak, Perlu nya komunikasi, kalo bisa deep talk berdua. https://t.co/nX2UP9doQx","This time the statement is the statement. Not defending both parties, it needs communication, if you can deep talk together. https://t.co/nx2up9doqx","Kali ini adalah pernyataan ma nya si th. Tidak Membela Kedua Pihak, Perlu Nya Komunikasi, Kalo Bisa Bicara dalam Berdua. https://t.co/nx2up9doqx",Positif
4588,Tomorrow is the last day of the year and honestly I'm happy this year has been the most stressfull 😁,Tomorrow is the last day of the year and honestly I'm happy this year has been the most stressful 😁,Besok adalah hari terakhir tahun ini dan sejujurnya saya senang tahun ini adalah yang paling menegangkan 😁,Positif
784,Can you feel it... Btw honestly i want to be in psy position 😆  #ThatThatFeatSUGA  #ThatThatProdSUGA  #ThatThatGoals  #ThatThatOutNow  #ThatThatProdBySUGA  #PSYxSUGA  #PSYxProdSUGA_ThatThat  #PSY_SUGA https://t.co/2B8HvH6YGx,Can you feel it ... Btw honestly i want to be in psy position 😆  #Thatthatfeatsuga #ThatThatProdsuga #Thatthatgoals #ThatThaToutNow #ThatthatProdbysuga #PSYXSUGA #PSYXPRODSUGA_THATTHAT #PSY_SUGA https://t.co/2b8hvh6ygx,Dapatkah Anda merasakannya... BTW sejujurnya saya ingin berada dalam posisi psy 😆  #ThatthatfeatSuga #Thatthatprodsuga #Thatthatgoals #Thatthatoutnow #Thatthatprodbysuga #Psyxsuga #Psyxprodsuga_thatthat #Psy_suga https://t.co/2b8hvh6ygx,Netral
337,Aku jenuh langsung healing bsb Di sini danau bsb masih romantis banget  adem tuk ku nikmati dengan jalan sehat https://t.co/GwNiOkoSqu,I'm bored directly healing BSB here Lake BSB is still very romantic to enjoy me with a healthy walk https://t.co/gwniokosqu,Aku Jenuh Langsung Healing Bsb Di Sini Danau Bsb Masih Romantis Banget Adem Tuk Ku Nikmati Gelan Jalan Sehat https://t.co/gwniokosqu,Positif
3245,Nino sma Elsa kepo nya udh tingkat DEWA ! #IkatanCinta,Nino Elsa Kepo High School Udh Level of God! #Ikatancinta,Nino sma elsa kepo nya udh tingkat dewa! #Ikatancinta,Negatif
501,Aya anu KEPO padahal rek kawin 🥱,Aya Anu Kepo even though the wedding account 🥱,Aya Anu Kepo Padahal Rek Kawin 🥱,Negatif
2604,"Kode Error 1302 muncul di IndiHome TV kamu? Gausa bingung sobat, yuk cari tau cara mengatasinya, biar healing makin tenang dan nyaman 🤩 #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/Wzn0sjqD0K","Error 1302 code appears on your IndiHome TV? Gausa is confused, friend, let's find out how to overcome it, so that healing is more calm and comfortable 🤩 #InnernetnyaIndonesia #ActivityTaspabatas https://t.co/wzn0sjqd0k","Kesalahan Kode 1302 Muncul Di Indihome TV Kamu? Gausa Bingung Sobat, Yuk Cari Tau Cara Mengatasinya, Penyembuhan Biar Makin Tenang Dan Nyaman 🤩 #Internetnyaindonesia #Aktivitastanpabatas https://t.co/wzn0sjqd0k",Netral
2720,Literally 🤣 https://t.co/PfjCqGsbER,Literally 🤣 https://t.co/pfjcqgsber,Secara harfiah 🤣 https://t.co/pfjcqgsber,Netral
4689,"V Light up Dubai's skies at the World's Tallest Building, the Burj Khalifa.  You can even hear ARMYs all over the area cheering!  Big thanks to @KIMTAEHYUNGBAR_ for this great birthday project!  HAPPY BIRTHDAY FOR OUR ONLY WINTER BEAR, YOU DEFINITELY WE LOVE YOU🥰 @BTS_twt https://t.co/LiojwwAdHm","V Light Up Dubai's Skies at the World's Tallest Building, The Burj Khalifa. You can even hear armys all over the area cheering! Big thanks to @kimtaehyungbar_ for this great birthday project! Happy Birthday for Our Only Winter Bear, You Definitely We Love You🥰 @Bts_twt https://t.co/liojwwadhm","V Light Up Dubai's Skies Di Bangunan Tertinggi Dunia, Burj Khalifa. Anda bahkan dapat mendengar tentara di seluruh area bersorak! Terima kasih banyak kepada @kimtaehyungbar_ untuk proyek ulang tahun yang hebat ini! Selamat ulang tahun untuk satu -satunya beruang musim dingin kami, Anda pasti sangat mencintaimu🥰 @Bts_twt https://t.co/liojwwadhm",Positif
2716,"Listen!  Don't be afraid today: Whatever battle you are facing, God's love for you will turn things around.","Listen! Don't be Afraid Today: Whatever Battle You Are Facing, God's Love For You Will Turn Things Around.","Mendengarkan! Jangan takut hari ini: pertempuran apa pun yang Anda hadapi, kasih Tuhan untuk Anda akan membalikkan keadaan.",Positif
1256,funny how things actually work,Funny How Things Actually Work,Lucu bagaimana keadaan sebenarnya,Positif
4199,Staycation ngemilnya bakso malang setiabudi 😁 https://t.co/Ue5cRRbwJZ,Staycation Snacking Malang Meatballs Setiabudi 😁 https://t.co/ue5crrbwjz,Staycation ngemilnya Bakso Malang setiabudi 😁 https://t.co/ue5crrbwjz,Netral
2522,"Kenapa sih cewek suka overthinking?  Karena mereka bisa merasakan apa yang bakalan terjadi, dan terkadang benar kejadian seperti apa yang mereka rasakan.","Why do girls like overthinking?  Because they can feel what will happen, and sometimes it is true what events they feel.","Kenapa Sih Cewek Suka Overfinking?  Karena Mereka Bisa Merasakan apa yang BAKALAN Terjadi, Dan Terkadar Benar Kejadian Seperti Apa Yang Mereka Rasakan.",Negatif
1860,i could lift you up i could show you what you wanna see and take you where you wanna be  you could be my luck even if the sky is falling down i know that we'll be safe and sound  we're safe and sound https://t.co/23dRvSA96E,I Could Lift You Up I Could Show You What You Wanna See and take you where you want to be  You could be my luck even if the sky is falling down I know that we'll be safe and sound  We're safe and sound https://t.co/23drvsa96e,aku bisa mengangkatmu Saya bisa menunjukkan apa yang ingin Anda lihat dan membawa Anda ke tempat yang Anda inginkan  Anda bisa menjadi keberuntungan saya Bahkan jika langit jatuh Saya tahu bahwa kita akan aman dan sehat  Kami aman dan terdengar https://t.co/23drvsa96e,Positif
1656,healing sebentar 🥰🥺🥺😭😭💔💔 https://t.co/nP4Du7A7ly,Healing for a while 🥰🥺🥺 got https://t.co/np4du7a7ly,Penyembuhan Sebentar 🥰🥺🥺😭😭💔💔 https://t.co/np4du7a7ly,Positif
3100,"Mungkin ini tweet terakhir ya, mau healing dulu.. yg punya kontak dll bisa hub aja feel free 🙂 Good nite..","Maybe this is the last tweet, want to heal first ... who has contact etc. can just contact free 🙂 Good nite ..","Mungkkin ini tweet terakhir ya, mau penyembuhan dulu .. yg punya kontak dll bisa hub aja merasa bebas 🙂 Selamat malam..",Positif
3188,Nemu lg tempat staycation di Magelang yg enak super poll.. Ga jauh dari candi borobudur. Enak bgt vibesnya rumahan bgt. Dan ada smart tv dan kulem renang buat kiddos. Yuuuk abis qerja qeras kek kuda. Waktunya tidur..! https://t.co/MfOe6Mqkhn,Found again the staycation place in Magelang is delicious super poll ... not far from Borobudur Temple. Very delicious vibes is very home. And there is a smart TV and swimming for Kiddos. Yuuuk after qeras qeras kebang horses. It's time to go to sleep..! https://t.co/mfoe6mqkhn,NEMU LG Tempat Staycation Di Magelang Yg Enak Super Poll .. Ga Jauh Dari Candi Borobudur. Enak Bgt Vibesnya Rumahan Bgt. Dan Ada Smart TV Dan Kulem Renis Buat Kiddos. Yuuuk Abis Qerja Qeras Kek Kuda. Waktunya Tidur ..! https://t.co/mfoe6mqkhn,Positif
2081,In Just a months SSS 3 Minecraft Maps already have 1.9K Copies around the world thank you for being a great fanbase of SSS 3!  What is your first impression when you download and import and then play the map for the first time?  #Minecraft  #minecraftmaps https://t.co/Mknf358fDq,In just a months sss 3 Minecraft Maps Already have 1.9K Copies Around the world thanks you for being a great fanbase of sss 3!  What is your first impression when you download and import and then play the map for the first time?  #Minecraft #MinecraftMaps https://t.co/mknf358fdq,"Hanya dalam satu bulan peta SSS 3 Minecraft sudah memiliki 1,9 ribu salinan di seluruh dunia, terima kasih telah menjadi fanbase hebat SSS 3!  Apa kesan pertama Anda saat Anda mengunduh dan mengimpor dan kemudian memainkan peta untuk pertama kalinya?  #Minecraft #MINECRAFTMAPS https://t.co/mknf358fdq",Positif
3631,plis kepo bgt sama kkn desa penari🤧,PLIS KEPO BGT SAME KKN DAYA DARI🤧,Plis Kepo Bgt Sama Kkn Desa Penari🤧,Netral
4253,Suka overthinking sama kelakuan sendiri😔,Like overthinking with your own behavior😔,Suka yang terlalu banyak berpikir Sama Kelakuan Sendiri😔,Negatif
3857,"sekarang kek telat makan dikit asam lambung naek, nggak enak bangett bestie :( ada ada aja sih","Now I am late to eat a little stomach acid naek, it's not really good :( there are just","Sekarang Kek Telat Makan Dikit Asam Lambung Naek, Nggak Enak Bangett Bestie :( Ada Aja Aja Sih",Negatif
3940,semoga gaada hal buruk yang menimpa guee n ma beloved people around me https://t.co/wJ0o4RQloC,Hopefully there is no bad thing that befell me n ma beloved people around me https://t.co/wj0o4rqloc,Semoga Gaada Hal Buruk Yang MISIMMA GUEE N MA Orang -orang Terkasih di sekitar saya https://t.co/wj0o4rqloc,Positif
3730,"Resolusi  Gini aja deh....  usia makin tua, sempet kembali mudah overthinking tentang ""PERSEPSI"" ....sekarang janji sama diri sendiri... kembali ""BODO AMAT"" ,malaikat kanan kiri catat.  kok repot..   MUTE OVERTHINGKING dan CLAIM INNER POWER BACK in!  Allah with me.. aamiin. https://t.co/ROIdXIePVp","Resolution Just like this .... Age getting older, it's easy to overthinking about ""perception"" .... now promise yourself ... back ""very bodo"", angel right and left recorded. how come it's troublesome ..  Muterthingking and Claim Inner Power Back In! Allah with me .. aamiin. https://t.co/roidxiepvp","Resolusi Gini Aja Deh .... USIA MAKIN TUA, SEMPET KEMBALI MUDAH OVERHINKING TENTANG ""Persepsi"" .... SEKARANG Janji SAMA SENTI Sendiri ... Kembali ""Bodo Amat"", Malaankat Kanan Kiri Catat. Kok Repot ..  Mute overingking Dan mengklaim kekuatan batin kembali! Allah bersamaku .. AAMIIN. https://t.co/roidxiepvp",Positif
1533,"Have you ever tried, All U Can Eat by alone 🤭😂😊 I did, and its not fun actually😂🥳 #AllYouCanEat #Buffet #Topokki #Foodie https://t.co/JSriCfVDDE","Have you ever tried, all u can eat by alone 🤭😂😊 I Did, and its not fun actually😂🥳 #LlyLucaneat #buffet #topokki #foodie https://t.co/jsricfvdde","Pernahkah Anda mencoba, semua yang bisa Anda makan sendirian 🤭😂😊 Saya lakukan, dan itu tidak menyenangkan sebenarnya😂🥳 #allyouCaneat #buffet #topokki #foodie https://t.co/jsricfvdde",Negatif
568,"Beberapa hari yg lalu sempat deep talk dgn mutualan. Bahas jokes.   Semua jokes itu lucu di tempat yang seharusnya dan di orang yg tepat. Tapi kita juga harus kontrol diri kita di mana mengeluarkan jokes tersebut.   Dark jokes itu lucu buat yg paham aja, kalo aku sih ga ketawa.","A few days ago had a deep talk with quality. Discuss Jokes.  All jokes are funny in the places that should be and in the right people. But we also have to control ourselves where to issue the jokes.  Dark Jokes is funny for those who understand, if I don't laugh.","Beberapa Hari yg lalu sempat talk dalam dgn mutualan. Lelucon Bahas.  Semua bercanda Itu lucu di tempat Yang Seharusnya Dan di Orang Yg Tepat. TAPI KITA JUGA HARUS KONTROL Diri Kita Di Mana Mengeluarkan Lelucon Tersebut.  Lelucon gelap Itu lucu Buat yg Paham Aja, Kalo Aku Sih Ga Ketawa.",Netral
4735,"We all a feminist, disadari ataupun tidak.","We all a feminist, realized or not.","Kita semua seorang feminis, disadar taupun Tidak.",Netral
1511,Hari bestie aku nikah pastinya datang bersama suami acaranya khitmat banget apalagi tema adat Jawa juga sebelum masuk ke acara pake peduli lindungi dulu pake indihome biar aman selama acara❤️ #internetnyaIndonesia  #aktivitastanpabatas https://t.co/AuBRETrwe7,Hari Bestie I married certainly came with my husband the event was very frustrated especially the theme of Javanese traditional also before entering the event using care to protect first using indihome so that it was safe during the event❤️ #InnernetnyaIndonesia #Theaktanpabatas https://t.co/aubretrwe7,Hari Bestie Akuah Pastinya Dataang Bersama Suami Acarananya Khitmat Banget Apalagi Tema Adat Jawa Jawa Sebelum Masuk Ke Acara Pake Peduli Lindungi Dulu Pake Indihome Biar Aman Selama Acara❤️ #internetnyaindonesia #aktivitastanpabatas https://t.co/aubretrwe7,Positif
798,"cape2 lupain mantan udah sampe miskin healang-healing, eh ketemu di mimpi. kurang ajar😡😡","Cape2 forgot the former already until he was poor healang-healing, eh met in a dream. insolent😡😡","Cape2 Lupain Mantan Udah Sampe Miske Healang Healing, Eh Ketemu di Mimpi. Kurang Ajar😡😡",Negatif
3563,"penghujung tahun alhamdulillah udah sama @Harizfaradisi 🖤 lelaki manis dan penyabarku.  yg sok² kuat, sok kalem padahal aslinya overthinking. semoga 2021 jalan kita dimudahkan ya, ayo semangat nabung💸💸💸","the end of the year Alhamdulillah already the same @harizfaradisi 🖤 My sweet man and patient.  who is pretentious strong, pretentious when the original overthinking. Hopefully 2021 our way is facilitated, let's be the spirit of saving💸💸💸","Penghujung tahun alhamdulillah udah sama @harizfaradisi 🖤 Lelaki Manis Dan Penyabarku.  yg sok² kuat, sok Kalem padahal aslinya terlalu banyak berpikir. Semoga 2021 Jalan Kita Dimudahkan Ya, Ayo Semangat Nabung💸💸💸",Positif
4334,"Tawangmangu masih jadi spot healing terbaik, tapi kalo dari arah Sarangan udah ada indikasi macet ya mending putar balik ngopi di alun2. https://t.co/rwhFEHu1yo","Tawangmangu is still the best spot healing, but if from the direction of Sarangan there is already an indication of traffic jams, it's better to turn back coffee in the square. https://t.co/rWhfehu1yo","Tawangmangu Masih Jadi Spot Healing Terbaik, Tapi Kalo Dari Arah Sarangan Udah Ada Indikasi Macet Ya Mending Putar Balik Ngopi Di Alun2. https://t.co/rwhfehu1yo",Positif
4316,"take a breath and get out of the negative zone, go around finding positive things to be your mental medicine, the world is wide babe","take a breath and get out of the negative zone, go around finding positive things to be your mental medicine, the world is wide babe","Tarik napas dan keluar dari zona negatif, berkeliling menemukan hal -hal positif untuk menjadi obat mental Anda, dunia adalah sayang",Positif
377,Allah baik banget ya. Disaat aku bingung harus gimana ternyata awalnya cuma say Hi sama tetangga kamar malah jadi deep talk panjaaaang banget🥺❤,"God is very kind. When I'm confused about what to do, it turns out that at first it was only a hi and neighbor of the room, instead it became a deep talking panjaaaang.",Allah Baik Baik Banget Ya. Disaat Aku Bingung Harus Gimana Ternyata Awalnya Cuma Say Hi Sama Tetangga Kamar Malah Jadi Pembicaraan Dalam Panjaaaang Banget🥺❤,Positif
3887,Self healing 🤗,Self Healing 🤗,Penyembuhan diri 🤗,Positif
640,"besok2 lek ga jadi keluar, bilangnya yang bener anjir. pas udah jam-nya wa ""hujan bestie"". ya emang ujan, terus gimana? Ga ada kata pembatalan atau bilang jam-nya mundur. cuma bilang, ""hujan bestie"" terus ilang. akhlak lo","Tomorrow lek doesn't come out, say it is right. When the hour was ""Rain Bestie"". Yes, what do you do, then what? There is no word of cancellation or say the clock is backward. Just say, ""Rain Bestie"" continues to disappear. your morals","BESOK2 LEK GA JADI KELUAR, BILANGYA YANG BENER ANJIR. pas udah jam-nya wa ""hujan bestie"". Ya Emang Ujan, Terus Gimana? Ga Ada Kata Pembatalan Atau Bilang Jam-Nya Mundur. CUMA BILANG, ""Hujan Bestie"" Terus Ilan. Akhlak Lo",Negatif
4665,ujan+sebat= the real healing https://t.co/iI62FmpKA1,test+sebat = the real healing https://t.co/ii62fmpka1,Ujan+Sebat = penyembuhan nyata https://t.co/ii62fmpka1,Positif
2000,"I'm not flexing, but crying instead😭 https://t.co/nJGDTb6DUX","I'm not flexing, but crying instad","Saya tidak melenturkan, tapi menangis sebaliknya😭 https://t.co/njgdtb6dux",Negatif
470,AROUND WE GO @ Baby Tools Rental Kediri https://t.co/t6v949mVVq,Around We Go @ Baby Tools Rental Kediri https://t.co/t6v949mvvq,Sekitar kita pergi @ alat bayi sewa kediri https://t.co/t6v949mvvq,Netral
2264,Jam² rawan overthinking🙎🏼‍♀️,Jam2 prone to overthinking🙎🏼‍♀️,Jam² Raw Overinking🙎🏼‍️,Negatif
3145,"Naek kapal mah cepet , yg lama tu antri sebelum masuk merak bestie lemes say","Naek, the ship is fast, the old one queued before entering the peacock besie besie lemes say","Naek Kapal mah cepet, yg lama tu antri sebelum masuk merak bestie lemes",Negatif
161,"2020 : gue ngerasain yang namanya seneng, sedih, stress, depresi, burnout sampe bahagia. Bener"" dikasih sakit"" dulu, lalu seneng"" kemudian.Sempet ngeluh bla... bla..... tapi pada akhirnya gue bersyukur banget. Banyak banget hikmah yang gue pelajaran ditahun ini.","2020: I feel that the name is happy, sad, stressed, depressed, burnout until happy. Really ""given pain"" first, then happy ""then. Picking complaining blah ... blah ... but in the end I was very grateful. There were so many lessons that I studied this year.","2020: Gue Ngerasain Yang Namanya Seneng, Seedeh, Stres, Depresi, Burnout Sampe Bahagia. Bener ""Dikasih Sakit"" Dulu, Lalu Seneng ""Kemudian.",Positif
4350,"Temen - temen asik pada healing, lah gw malah liat isi dompet dulu biar ga sinting biar bisa healing :"")","My friends are cool on healing, I even see the contents of the wallet first so that it doesn't work so that he can healing: "")","Temen - Temen Asik Pada Healing, Lah Gw Malah liat Isi Dompet Dulu Biar Ga Sinting Biar Bisa Healing: "")",Negatif
1197,"Fall in love with someone u wants u, who faits for u, who understands u even in the madness, someone who helps u, and guides u, someone who is ur support, ur hope. Fall in love with someone who talks with u after a fight.","Fall in love with someone u want u, who faits for u, who understands u even in the madness, someone who hels u, and guides u, someone who is ur support, ur hope. Fall in love with someone who talks with u after a fight.","Jatuh cinta dengan seseorang yang Anda inginkan, yang menyukai Anda, yang memahami Anda bahkan dalam kegilaan, seseorang yang membantu Anda, dan membimbing Anda, seseorang yang mendukung Anda, harapan Anda. Jatuh cinta dengan seseorang yang berbicara denganmu setelah berkelahi.",Netral
4104,"sosok leader yg humble,yg care,yg emang sayang bgt sama membernya,yg dibanggain juga sama membernya,open minded bgt. yg selalu ngasi waktu speech ke member lain yang diam2 kadang nangis juga liat member lain nangis. namjooooonnnnn sesayang itu sama doii yaallahh 😭😭😭 https://t.co/B364u542Wh","The figure of a leader who is humble, who cares, who really loves the members, who are also proud of the members, open minded bgt. who always give time speech to other members who are quiet sometimes crying also see other members crying. NamjooooonnnnnnNN is the same as Doiihhhhhhhhhhhhhhhh","Pemimpin Sosok YG HUMBLE, YG CARE, YG EMANG SISANG BGT SAMANYA, YG DIBANGGAIN RUGA SAMA MEMBANYA, BGT PIKIRAN TERBUKA. yg selalu ngasi waktu pidato ke anggota lain yang diam2 katan nangis buta liat anggota lain nangis. namjooooonnnn sesayang itu sama doii yaAllahh 😭😭😭 https://t.co/b364u542wh",Positif
3046,Mimpinya uda staycation aja . Tapi yagitu deh 😶😶,Just a dream of staycation. But yes 😶😶,Mimpinya Uda Staycation Aja. Tapi Yagitu Deh 😶😶,Negatif
2888,Mari menyibukkan diri bestie,Let's Bry yourself Bestie,Bestie Mari Mari Menyibukkan,Positif
4823,"When most people say that time is money, I have to disagree because it isn't... Time is priceless... When you lose some money, it'll get back to you eventually... But when you lose even a second of your time, you'll never get it back...","When most people say that time is money, I have to disagree because it is ... Time is priceless ... When you lose some money, that's getting back to you eventually ... But when you lose even a second of your time, you'll never get it back ...","Ketika kebanyakan orang mengatakan bahwa waktu adalah uang, saya harus tidak setuju karena itu bukan ... Waktu itu tak ternilai ... Saat Anda kehilangan uang, itu akan kembali kepada Anda pada akhirnya ... Tetapi ketika Anda kehilangan satu detik dari waktu Anda, Anda tidak akan pernah mendapatkannya kembali ...",Negatif
4056,So mulai overwhelmed skrg.. the thought that it's not going to work starts creeping in 😣😖,So start overwhelmed now .. the thought that it's not going to work starts creeping in 😣😖,Jadi Mulai kewalahan Skrg .. Pikiran bahwa itu tidak akan berhasil mulai merayap di 😣😖,Negatif
1013,Disgusting @naomismallsduh what a bitch. Literally. Hail to #jink https://t.co/SPKNseMMbH,Disuting @naomismallsduh what a bitch. Literally. Hail to #jink https://t.co/spknemmbh,Menjijikkan @naomismallsduH sungguh menyebalkan. Secara harfiah. Hail to #jink https://t.co/spknsemmbh,Negatif
168,"2020 is almost over, here's a game.- If u hate me, delete me from your folowing list (please do).- If u think I'm nice, retweet this status.- If u consider me as a good friend, then reply- If u ever had a crush on me, love me (or if u ever did) inbox me a heart, it's secret","2020 is almost over, here's a game Reply-if u ever had a crush on me, love me (or if u ever did) inbox me a heart, it's secret","2020 hampir berakhir, inilah permainannya.- Jika kamu membenciku, hapus aku dari daftar pengikutmu (tolong lakukan) .- Jika kamu pikir aku baik, retweet status ini.- Jika kamu menganggapku sebagai teman yang baik, maka Balas- Jika kamu pernah naksir aku, cintai aku (atau jika kamu pernah melakukannya) inbox saya hati, itu rahasia",Netral
2083,In the category of “Its a small world” I met a German guy and his Indonesian wife last night. They had lived in Dar es Salaam around the same time as us and it was nice to reminisce about all the places there we both knew😊,"In the category of ""its a small world"" I met a german guy and his Indonesian wife last night. They had lived in dar Es salaam around the same time as us and it was nice to reminisce about all the places there we both snew😊","Dalam kategori ""ini dunia kecil"" saya bertemu dengan seorang pria Jerman dan istrinya Indonesia tadi malam. Mereka telah tinggal di Dar es Salaam sekitar waktu yang sama dengan kami dan senang mengenang semua tempat di sana kami berdua tahu😊",Positif
3538,"Pengen beli parfume yg sering di spill, ga jadi² soalnya ada temen suka dadakan ""Ayo mendaki"" 🥲 Nanti lah beli yg ver kecil² dulu biar ga zonk di aku https://t.co/BhX6FnWIo7","Want to buy perfume that is often in spill, not so there are friends like to be impromptu ""let's climb"" Later, buy a small ver first so it's not zonk at me https://t.co/bhx6fnwio7","Pengen Beli Parfume Yg Sering Di Spill, Ga Jadi² Soalnya Ada Temen Suka Dadakan ""Ayo Mendaki"" 🥲 Nanti Lah Beli Yg Ver Kecil² Dulu Biar Ga Zonk Di Aku https://t.co/Bhx6fnwio7",Positif
230,A mistake i don't even have the right to regret 🙃,A mistake i don't even have the right to regret 🙃,Kesalahan yang bahkan tidak saya miliki hak untuk menyesali 🙃,Negatif
887,"Curhat sore. Kalo ada yg bilang pilih temen dr pada pacar enggak buat aku sih. Aku jelas milih pacar, krn apa coba? 🥹  Ak lg susah begini nyatanya yg slalu ada dlm segala hal itu doi, justru temen2 yg ak sebut bestie? Skrg entah dmn malah kayaknya pura2 mati huhu :')","Confide in the afternoon. If someone says you choose friends from your boyfriend, don't make me. I clearly choose a boyfriend, because what try? 🥹  I have a hard time like this, in fact, which is always in all things, just friends who call bestie? Now, I don't think you like to die, huhu: ')","Curhat Sore. Kalo Ada Yg Bilang Pilih Temen Dr PACAR ENGGAK BUAT AKU SIH. AKU JELAS MILIH PACAR, KRN APA COBA? 🥹  AK LG Susah Begini Nyatananya Yg Slalu Ada Dlm Segala Hal Itu Doi, Justru Temen2 Yg Ak Sebut Bestie? Skrg Entah Dmn Malah kayaknya pura2 mati huhu: ')",Negatif
3076,mood swing parah,severe swing mood,suasana hati swing parah,Negatif
956,Deeptalk. https://t.co/2OMTZiYAEO,Deeptalk. https://t.co/2omtziyaEO,Berbincang mendalam. https://t.co/2omtziyaeo,Netral
4560,tidur wooii jangan overthinking mulu #aing,Sleep Wooii Don't Overthinking Mulu #aing,Tidur wooii jangan yang terlalu memikirkan mulu #aing,Negatif
1641,Healing lurrr with fams. Ada fotonya. Sesok lah nek inget🤣 https://t.co/SBNqrwGioa,Healing Lurrr with Fams. There is a photo. Sesok is nek remember https://t.co/sbnqrwgioa,Penyembuhan lurrr dengan fams. Ada Fotonya. Sesok lah nek inget🤣 https://t.co/sbnqrwgioa,Positif
77,[sebiji intermezzo]Gue lihat foto ini kok kayak temen gue ya? Mana sama-sama orang Bali pula?Emang nih ya cewek dari Bali (even dia ada keturunan Jawa juga) + rambut short hair dan kacamata opsional itu cantiknya no debat! https://t.co/ZIYnJyXuWW,[Sebiji Intermezzo] I see this photo like my friend? Where are Balinese people too? Is this a girl from Bali (event she has Javanese descent too) + Short hair and optional glasses are beautiful no debate! https://t.co/ziynjyxuww,[Sebiji Intermazzo] gue lohat foto ini kok kayak temen gue ya? Mana Sama-sama Orang Bali Pula? Emang Nih Ya Cewek Dari Bali (bahkan Dia Ada Keturunan Jawa Jawa) + RAMBUT RAMBUT DAN KACAMATA OPSIONAL ITU COANTIKNYA TIDAK ADA DEBAT! https://t.co/ziynjyxuww,Positif
4022,Siapa yg bisa d ajak staycation ni ya F yg free 🤣😬,Who can be invited to staycation this is free 🤣😬,Siapa yg bisa d ajak staycation ni ya f yg gratis 🤣😬,Netral
1637,"Healing ku sederhana, nonton audisi2 pencarian bakat sik sedih2 ng yutub , trus nangis, mari le nggonduk 😅","My healing is simple, watching auditions searching for sad talent sik2 ng yutub, then crying, let's go","Penyembuhan Ku Sederhana, Nonton Audisi2 Pencarian Bakat Sik SikeH2 Ng Yutub, Trus Nangis, Mari Le Nggonduk 😅",Positif
1931,I need to go staycation on new year,I need to go staycation on new year,Saya perlu tinggal di tahun baru,Netral
4044,small talk &amp; deep talk in car,small talk & amp; Deep Talk in Car,pembicaraan kecil & amp; pembicaraan mendalam di dalam mobil,Netral
4185,Staycation dulu. https://t.co/j9eRsjdyiU,Staycation first. https://t.co/j9ersjdyiu,Staycation Dulu. https://t.co/j9ersjdyiu,Netral
1750,Hidup itu di bawa santuy aja lur https://t.co/wTDM2GkdFo,Life is brought by Santuy just lur https://t.co/wtdm2gkdfo,Hidup Itu di Bawa SantUy Aja Lur https://t.co/wtdm2gkdfo,Positif
4033,Sini yukkk duduk bareng... Kita ngobrol bareng... Makan bareng.... Dan ..... bareng Isi sendiri deh. . . . . . #midtownresidencesurabaya #staycation #pose #santaiaja @ Midtown Residence Surabaya https://t.co/Or7vBZWgjE,Let's sit together ... We're chatting together ... Eating together.... And ..... together Fill in your own. . . . . . #midtownresidencesurabaya #staycation #pose #santaija @ midtown residence surabaya https://t.co/or7vbzwgje,Sini Yukkk Duduk Bareng ... Kita Ngobrol Bareng ... Makan Bareng .... Dan ..... Bareng ISI Sendiri Deh. . . . . . #midtownResidencesurabaya #staycation #pose #santaiaja @ midtown residence Surabaya https://t.co/or7vbzwgje,Netral
2545,Kepo banget sih,Really kepo,Kepo Banget Sih,Negatif
2058,"If you're not selling out today, it's probably because your art is too big for the market.  Keep your heads up, you're doing good.   (Self talking)  GN.","If you're not selling out today, it's probably because your art is too big for the market. Keep your heads up, you're doing good.  (Self talking) Mt.","Jika Anda tidak menjual hari ini, itu mungkin karena karya seni Anda terlalu besar untuk pasar. Pertahankan kepala Anda, Anda baik -baik saja.  (Berbicara sendiri) Gn.",Positif
